1186440893072576513,T13,17:35 - 21 oct. 2019,"Estado de Emergencia: vecinos siguen manifestándose en Providencia a pesar del toque de queda. 

 EN VIVO » http://t13.cl/318908 pic.twitter.com/J374nwymhX"
1186440522698809344,T13,17:33 - 21 oct. 2019,"Hieren a bala a detective en operativo por saqueos. 

 EN VIVO » http://t13.cl/318908 pic.twitter.com/sOLmjooCDw"
1186436891127828481,T13,17:19 - 21 oct. 2019," Gigantesco incendio en Sodimac de Av. Los Carrera en Concepción. 

 EN VIVO » http://t13.cl/318908 pic.twitter.com/GyhVMgilSz"
1186436366655209473,T13,17:17 - 21 oct. 2019," Registran incendio en Municipalidad de Calama. 

Minuto a Minuto » http://t13.cl/318908 pic.twitter.com/llixR4cbs4"
1186434096244740096,T13,17:08 - 21 oct. 2019,Toque de queda para noche del 21 al 22 de octubre: Las regiones donde rige la medida » http://t13.cl/319139 pic.twitter.com/iWGvsTMVdW
1186432809105313792,T13,17:03 - 21 oct. 2019,"Comienza  #T13Central y sigue la transmisión ininterrumpida en todas las regiones del país. 

EN VIVO » http://t13.cl/318908 pic.twitter.com/TFm2P5PmfS"
1186431576428744706,T13,16:58 - 21 oct. 2019,"Comenzó toque de queda en RM: Barricadas en Av. Pajaritos, Estación Del Sol.pic.twitter.com/kGIu3vto0U"
1186430777841668096,T13,16:55 - 21 oct. 2019,"Piñera buscará ""acuerdo social"" y anuncia plan de reconstrucción para el transporte público » http://t13.cl/319199 pic.twitter.com/4n2NKgbP4U"
1186427445974650883,T13,16:42 - 21 oct. 2019," #AlertaT13 | Talcahuano: una persona muere atropellada por camión militar de la Armada en operativo por saqueo.

 EN VIVO » http://t13.cl/318908 pic.twitter.com/7dddwO8c0T"
1186426251399061504,T13,16:37 - 21 oct. 2019,"Presidente Piñera: ""Queremos reparar no solo el daño físico sino el daño moral que estos actos de violencia han provocado en nuestro país"". 

 EN VIVO » http://t13.cl/318908 pic.twitter.com/zlTVjGCIhk"
1186425773487509504,T13,16:35 - 21 oct. 2019,"Presidente Piñera: ""Agradezco al Parlamento la aprobación de rebaja en tarifas""

 EN VIVO » http://t13.cl/318908 pic.twitter.com/cUnQKMNjtX"
1186425398692847618,T13,16:33 - 21 oct. 2019,"Presidente Piñera: ""Mañana me reuniré con presidentes de partidos políticos para poder explorar y avanzar hacia un acuerdo social"". 

 EN VIVO » http://t13.cl/318908 pic.twitter.com/AmAuL3Kqjw"
1186424973511942144,T13,16:32 - 21 oct. 2019,"Presidente Piñera: ""Se que a veces he hablado duro contra esta violencia y delincuencia. Compréndanme compatriotas"",pic.twitter.com/znAZaam7zK"
1186458934523125760,24 Horas,18:47 - 21 oct. 2019,La fiscal Ana María Aldana confirmó que el uniformado pasa mañana a audiencia de control de detención en el Juzgado de Garantía de Talcahuano.http://bit.ly/2P9jkfm 
1186458776414687233,24 Horas,18:46 - 21 oct. 2019," #AHORA24H | Ya comienza una edición extraordinaria de #InformeEspecial. 

 Sigue la señal en vivo #24Play  http://bit.ly/2uWi6sR pic.twitter.com/XewmEMAzHQ"
